name,budget,release_date,vote_average,adult,id,language,popularity,revenue,runtime,status,tagline,title,vote_count,First_genre,Second_genre,Third_genre,collection_name
Imagine Me & You,0,2005-02-01,7.3,False,1544,en,9.874,2455831,93.0,Released,There goes the bride.,Imagine Me & You,423,Drama,Comedy,Romance,
Thumbsucker,0,2005-01-23,6.4,False,1546,en,9.493,1919197,96.0,Released,He's not O.K. they're not O.K. and that's O.K.,Thumbsucker,121,Comedy,Drama,,
The Lost Boys,8500000,1987-07-31,6.9,False,1547,en,12.677,32222567,97.0,Released,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.,The Lost Boys,961,Horror,Comedy,,Lost Boys Collection
Ghost World,7000000,2001-07-20,7.2,False,1548,en,8.213,0,111.0,Released,Accentuate the negative.,Ghost World,752,Comedy,Drama,,
L'Esquive,0,2003-11-25,6.9,False,1549,fr,6.541,0,124.0,Released,,Games of Love and Chance,77,Romance,Drama,,
Pieces of April,300000,2003-01-19,6.4,False,1550,en,8.601,0,81.0,Released,She's the one in every family.,Pieces of April,108,Comedy,Drama,,
Flatliners,26000000,1990-08-10,6.4,False,1551,en,15.686,61489265,115.0,Released,Some lines shouldn't be crossed.,Flatliners,811,,,,
Parenthood,0,1989-07-31,6.7,False,1552,en,11.747,126297830,124.0,Released,"A comedy about life, love and the gentle art of raising children.",Parenthood,304,Comedy,Drama,Family,
De battre mon cœur s'est arrêté,0,2005-03-16,7.1,False,1553,fr,7.965,0,107.0,Released,Can music tame the raging soul?,The Beat That My Heart Skipped,215,Music,Drama,Crime,
Down by Law,0,1986-09-20,7.5,False,1554,en,9.154,0,106.0,Released,It's not where you start - It's where you start again.,Down by Law,313,Crime,Drama,Comedy,
L'Auberge espagnole,5300000,2002-05-17,7.2,False,1555,fr,12.077,3897799,122.0,Released,"They came from Paris, Rome, London and Berlin to… the Spanish Apartment… where a year can change a lifetime.",The Spanish Apartment,576,Drama,Comedy,Romance,The Klapisch Trilogy
薔薇の葬列,0,1969-01-01,7.0,False,1556,ja,5.529,0,104.0,Released,The trials and tribulations of Eddie and other transvestites in Japan.,Funeral Parade of Roses,50,Drama,,,
23,0,1998-07-02,7.2,False,1557,de,6.358,0,99.0,Released,,23,81,Drama,Thriller,,
Liegen lernen,0,2003-07-02,6.8,False,1558,de,1.84,0,87.0,Released,,Learning to Lie,4,Comedy,Drama,,
Sweet Movie,0,1974-06-12,5.7,False,1559,en,6.659,0,99.0,Released,,Sweet Movie,61,Mystery,Comedy,Drama,
Singapore Sling: Ο άνθρωπος που αγάπησε ένα πτώμα,0,1990-09-13,7.3,False,1560,el,3.553,0,112.0,Released,Trapped in a Deadly Game of Torture and Murder!,Singapore Sling,30,Comedy,Drama,Horror,
Mouchette,0,1967-03-28,7.6,False,1561,fr,9.546,0,81.0,Released,,Mouchette,86,Drama,,,
28 Weeks Later,15000000,2007-04-26,6.5,False,1562,en,17.204,64238440,100.0,Released,When days turn to weeks... the horror returns.,28 Weeks Later,2330,Horror,Thriller,Science Fiction,28 Days/Weeks Later Collection
Sans soleil,0,1983-02-15,7.6,False,1563,fr,6.702000000000001,30878,100.0,Released,,Sans Soleil,105,Documentary,,,
Daybreak Express,0,1953-01-01,7.3,False,1564,en,3.048,0,5.0,Released,,Daybreak Express,21,Documentary,,,
Die Brücke,0,1959-10-21,7.6,False,1566,de,9.19,0,103.0,Released,They look for love in a world of violence!,The Bridge,67,Drama,History,War,
Seul contre tous,0,1998-05-16,7.6,False,1567,fr,7.555,0,89.0,Released,In the bowels of France,I Stand Alone,201,Drama,Thriller,,
Carne,0,1991-05-01,7.2,False,1568,fr,6.9239999999999995,0,38.0,Released,,Carne,71,Drama,Thriller,Crime,
Pig,0,1999-01-01,6.0,False,1569,en,2.369,0,23.0,Released,,Pig,11,Horror,Thriller,,
Live Free or Die Hard,110000000,2007-06-20,6.5,False,1571,en,17.637999999999998,383531464,128.0,Released,The old school cop is back!,Live Free or Die Hard,3486,Action,Thriller,,Die Hard Collection
Die Hard: With a Vengeance,90000000,1995-05-19,7.1,False,1572,en,17.703,366101666,128.0,Released,Think fast. Look alive. Die hard.,Die Hard: With a Vengeance,3486,Action,Thriller,,Die Hard Collection
Die Hard 2,70000000,1990-07-02,6.8,False,1573,en,18.147000000000002,240031094,124.0,Released,Die Harder,Die Hard 2,3185,Action,Thriller,,Die Hard Collection
Chicago,45000000,2002-12-26,7.2,False,1574,en,13.463,306776732,113.0,Released,"If you can't be famous, be infamous.",Chicago,1428,Comedy,Crime,Drama,
Resident Evil,33000000,2002-03-15,6.5,False,1576,en,11.834000000000001,102984862,100.0,Released,A secret experiment. A deadly virus. A fatal mistake.,Resident Evil,3661,Horror,Action,Science Fiction,Resident Evil Collection
Resident Evil: Apocalypse,45000000,2004-09-10,6.2,False,1577,en,8.141,129394835,94.0,Released,You're all going to die.,Resident Evil: Apocalypse,2365,Horror,Action,Science Fiction,Resident Evil Collection
Raging Bull,18000000,1980-11-14,7.9,False,1578,en,17.424,23000000,129.0,Released,,Raging Bull,2030,Drama,,,
Apocalypto,40000000,2006-12-07,7.4,False,1579,ho,12.284,120175290,139.0,Released,No one can outrun their destiny.,Apocalypto,2469,,,,
Rope,1500000,1948-08-26,8.0,False,1580,en,14.422,2200000,81.0,Released,It begins with a shriek… It ends with a shot!,Rope,1211,Crime,Thriller,,
The Holiday,85000000,2006-12-08,7.0,False,1581,en,13.905999999999999,194168700,136.0,Released,It's Christmas Eve and we are going to go celebrate being young and being alive,The Holiday,2755,Comedy,Romance,,
Lammbock,0,2001-08-23,6.9,False,1583,de,6.527,0,93.0,Released,,Lammbock,103,Comedy,,,Lammbock Collection
School of Rock,35000000,2003-10-03,7.0,False,1584,en,14.405,131282949,110.0,Released,He just landed the gig of his life: 5th grade.,School of Rock,3191,Comedy,Music,,
It's a Wonderful Life,3180000,1946-12-20,8.2,False,1585,en,18.565,9644124,130.0,Released,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,2152,Drama,Family,Fantasy,
Secret Window,40000000,2004-03-12,6.5,False,1586,en,12.98,92913171,96.0,Released,The most important part of a story is the ending.,Secret Window,2059,Mystery,Thriller,,
What's Eating Gilbert Grape,11000000,1993-12-17,7.7,False,1587,en,17.176,10032765,118.0,Released,Life is a terrible thing to sleep through.,What's Eating Gilbert Grape,2024,Romance,Drama,,
Bring It On,28000000,2000-08-25,6.0,False,1588,en,8.113,90449929,98.0,Released,May the best moves win.,Bring It On,978,Comedy,,,Bring It On Collection
The Boys from County Clare,0,2003-09-12,7.1,False,1589,en,4.093999999999999,0,91.0,Released,,The Boys from County Clare,8,Romance,Comedy,Music,
Copying Beethoven,11000000,2006-09-10,6.4,False,1590,en,9.996,6191746,104.0,Released,,Copying Beethoven,85,Drama,,,
Nirgendwo in Afrika,0,2001-12-11,7.3,False,1591,de,5.1080000000000005,0,140.0,Released,One family's tale of a homeland lost... and a homeland found.,Nowhere in Africa,62,Drama,,,
Primal Fear,30000000,1996-03-06,7.6,False,1592,en,11.534,102616183,129.0,Released,"Sooner or later, a man who wears two faces forgets which one is real",Primal Fear,1384,,,,
Night at the Museum,110000000,2006-10-20,6.5,False,1593,en,21.73,574480841,108.0,Released,Where History Comes To Life,Night at the Museum,6400,,,,Night at the Museum Collection
A Shot in the Dark,0,1964-06-23,7.4,False,1594,en,9.21,12368234,102.0,Released,... The Picture That Gets Away With Murder!,A Shot in the Dark,225,Comedy,Crime,Mystery,The Pink Panther (Original) Collection
Land of Plenty,0,2004-09-10,6.3,False,1595,en,6.812,0,123.0,Released,,Land of Plenty,24,Drama,,,
Population 436,0,2006-07-04,5.7,False,1596,en,9.301,0,88.0,Released,The residents of Rockwell Falls are dying for you to visit...,Population 436,123,Horror,Thriller,,
Meet the Parents,55000000,2000-10-06,6.6,False,1597,en,12.509,330444045,108.0,Released,First comes love. Then comes the interrogation.,Meet the Parents,3548,Comedy,Romance,,Meet the Parents Collection
Cape Fear,35000000,1991-11-15,7.2,False,1598,en,17.081,182300000,128.0,Released,There is nothing in the dark that isn't there in the light. Except fear.,Cape Fear,1549,Thriller,,,
I ♥ Huckabees,22000000,2004-09-10,6.3,False,1599,en,10.387,0,106.0,Released,An existential comedy,I ♥ Huckabees,373,Comedy,Romance,,
La double vie de Véronique,0,1991-05-15,7.7,False,1600,fr,7.438,1999955,98.0,Released,"Each of us is matched somewhere in the world, by our exact double - someone who shares our thoughts and dreams",The Double Life of Véronique,293,Drama,Thriller,,
A Bronx Tale,22000000,1993-09-14,7.6,False,1607,en,10.512,17287898,121.0,Released,"One man lives in the neighborhood, another man owns it.",A Bronx Tale,883,Drama,Crime,,
When Saturday Comes,0,1996-03-01,5.8,False,1608,en,3.8710000000000004,0,95.0,Released,To Jimmy Life Was Just A Gamble...Until The Game Became His Life!,When Saturday Comes,16,Drama,,,
There's Only One Jimmy Grimble,0,2000-08-25,7.1,False,1609,en,7.0,0,106.0,Released,,There's Only One Jimmy Grimble,96,Comedy,,,
Fever Pitch,0,1997-04-04,6.6,False,1610,en,6.815,0,102.0,Released,Life Gets Complicated When You Love One Woman And Worship Eleven Men,Fever Pitch,113,Comedy,Romance,,
Das Wunder von Bern,0,2003-10-15,6.5,False,1611,de,6.061,0,118.0,Released,,The Miracle of Bern,79,Drama,Comedy,,
Fussball ist unser Leben,0,2000-02-10,5.3,False,1612,de,1.561,0,92.0,Released,,Fussball ist unser Leben,11,Comedy,,,
The 51st State,28,2001-12-07,6.2,False,1613,en,12.030999999999999,14,93.0,Released,Nice Wheels. Dirty Deals. And One Mean Mother In A Kilt.,The 51st State,310,,,,
Erkan & Stefan gegen die Mächte der Finsternis,0,2002-06-20,4.6,False,1615,de,2.281,4508104,80.0,Released,,Erkan & Stefan 2,16,Comedy,,,Erkan & Stefan Collection
Erkan & Stefan in Der Tod kommt krass,0,2005-05-19,4.9,False,1616,de,1.791,0,97.0,Released,,Erkan & Stefan 3,16,Comedy,,,Erkan & Stefan Collection
Still Crazy,0,1998-10-30,7.1,False,1618,en,6.002000000000001,0,92.0,Released,"They were ""Strange Fruit"". Some called them the greatest rock band of the '70s. They haven't played together for 20 years. No wonder they're worried about their performance.",Still Crazy,59,Comedy,Music,,
The Way of the Gun,8500000,2000-09-08,6.4,False,1619,en,8.404,19125401,119.0,Released,,The Way of the Gun,199,,,,
Hitman,24000000,2007-11-21,5.9,False,1620,en,15.164000000000001,99965753,89.0,Released,Assassin 47,Hitman,1815,,,,Hitman Collection
Trading Places,40600000,1983-06-07,7.1,False,1621,en,12.505999999999998,90400000,116.0,Released,They're not just getting rich... They're getting even.,Trading Places,1644,Comedy,,,
Lemming,0,2005-05-11,6.8,False,1622,fr,5.2010000000000005,793604,130.0,Released,,Lemming,57,Drama,Thriller,Mystery,
Brubaker,9000000,1980-06-20,7.2,False,1623,en,9.752,37121708,125.0,Released,One man against a cruel system.,Brubaker,203,Crime,Drama,,
Liar Liar,45000000,1997-03-21,6.5,False,1624,en,12.75,302710615,86.0,Released,Trust me.,Liar Liar,3102,Comedy,,,
Vivre sa vie: film en douze tableaux,64000,1962-08-28,8.0,False,1626,fr,8.127,24517,84.0,Released,The many faces of a woman trying to find herself in a world of men.,Vivre Sa Vie,257,Drama,,,
L'Enfant sauvage,0,1970-02-26,7.1,False,1627,fr,5.547999999999999,0,83.0,Released,At last an adult film to which you can take your children.,The Wild Child,144,Drama,,,
Jules et Jim,0,1962-01-23,7.8,False,1628,fr,9.158999999999999,0,110.0,Released,A Hymn to Life and Love,Jules and Jim,387,Drama,Romance,,
La chinoise,0,1967-08-30,7.1,False,1629,fr,4.4030000000000005,30857,96.0,Released,,La Chinoise,77,Comedy,Drama,,
The People vs. Larry Flynt,36000000,1996-10-12,6.9,False,1630,en,11.81,20300385,129.0,Released,"You may not like what he does, but are you prepared to give up his right to do it?",The People vs. Larry Flynt,535,Drama,,,
Une vraie jeune fille,0,1976-01-01,5.5,False,1631,fr,9.954,0,93.0,Released,A surreal voyage into adolescent sexuality.,A Real Young Girl,51,Drama,,,
Mississippi Burning,15000000,1988-12-08,7.6,False,1632,en,11.334000000000001,34604000,128.0,Released,1964. When America was at war with itself.,Mississippi Burning,737,Thriller,Crime,Drama,
Fried Green Tomatoes,11000000,1991-12-27,7.7,False,1633,en,10.960999999999999,119418501,130.0,Released,The secret of life? The secret's in the sauce.,Fried Green Tomatoes,680,Drama,Comedy,,
Free Willy,20000000,1993-07-16,6.0,False,1634,en,11.824000000000002,153698625,112.0,Released,How far would you go for a friend?,Free Willy,947,Family,Adventure,Drama,Free Willy Collection
The Island,126000000,2005-07-21,6.6,False,1635,en,18.311,162949164,136.0,Released,Your time will come...,The Island,3230,,,,
Bedazzled,48000000,2000-10-19,5.8,False,1636,en,10.769,90383208,93.0,Released,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,Bedazzled,938,Fantasy,Comedy,Romance,
Speed,30000000,1994-06-09,7.0,False,1637,en,15.873,350448145,116.0,Released,Get ready for rush hour,Speed,3326,Action,Adventure,Crime,Speed Collection
Speed 2: Cruise Control,160000000,1997-06-13,4.3,False,1639,en,15.357000000000001,164508066,121.0,Released,"As the stakes get higher, the ride gets even faster.",Speed 2: Cruise Control,862,Action,Adventure,Thriller,Speed Collection
Crash,6500000,2004-09-10,7.3,False,1640,en,14.239,98410061,112.0,Released,You think you know who you are. You have no idea.,Crash,2024,Drama,,,
Forces of Nature,75000000,1999-03-12,5.4,False,1641,en,8.452,93888180,105.0,Released,"He went from the eye of the storm, into the arms of a hurricane.",Forces of Nature,301,Romance,Comedy,,
The Net,22000000,1995-07-28,5.9,False,1642,en,12.624,110627965,114.0,Released,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",The Net,665,,,,The Net Collection
Ultimo tango a Parigi,1250000,1972-10-14,7.1,False,1643,it,9.854,36144000,129.0,Released,Bernardo Bertolucci’s Landmark Film,Last Tango in Paris,572,Drama,Romance,,
The Vanishing,0,1993-02-05,6.0,False,1644,en,9.067,0,109.0,Released,If someone you loved mysteriously vanished how far out of your mind would you go to find them?,The Vanishing,231,Thriller,Drama,Mystery,
A Time to Kill,40000000,1996-07-24,7.2,False,1645,en,9.696,152266007,149.0,Released,Experience a time you'll never forget.,A Time to Kill,1014,Crime,Drama,Thriller,
Freedom Writers,21000000,2007-01-05,7.8,False,1646,en,17.721,41170784,123.0,Released,Their story. Their world. Their future.,Freedom Writers,920,Crime,Drama,,
The Recruit,0,2003-01-31,6.3,False,1647,en,15.45,101191884,115.0,Released,Trust. Betrayal. Deception. In the C.I.A. nothing is what it seems.,The Recruit,934,Action,Thriller,,
Bill & Ted's Excellent Adventure,10000000,1989-02-17,6.8,False,1648,en,14.573,40485039,90.0,Released,History is about to be rewritten by two guys who can't spell.,Bill & Ted's Excellent Adventure,830,Adventure,Comedy,Science Fiction,Bill & Ted's Most Excellent Collection
Bill & Ted's Bogus Journey,0,1991-07-19,6.2,False,1649,en,11.710999999999999,0,98.0,Released,Once... they made history. Now... they are history.,Bill & Ted's Bogus Journey,542,,,,Bill & Ted's Most Excellent Collection
Haytabo,0,1971-01-01,7.5,False,1650,de,1.2329999999999999,0,75.0,Released,,Haytabo,2,,,,
La sirène du Mississipi,0,1969-06-18,6.7,False,1651,fr,6.169,0,123.0,Released,The Bride Came as Advertised...With an Unadvertised Special,Mississippi Mermaid,85,Crime,Drama,Romance,
00 Schneider - Jagd auf Nihil Baxter,0,1994-12-21,6.6,False,1652,de,2.662,0,92.0,Released,Verbrechen lohnt sich wieder,00 Schneider - Jagd auf Nihil Baxter,28,Comedy,Crime,,00 Schneider Filmreihe
Diarios de motocicleta,0,2004-02-06,7.4,False,1653,es,8.176,16756372,126.0,Released,Before he changed the world the world changed him.,The Motorcycle Diaries,652,Drama,,,
The Dirty Dozen,5400000,1967-06-15,7.7,False,1654,en,12.544,45300000,150.0,Released,Train them! Excite them! Arm them!...Then turn them loose on the Nazis!,The Dirty Dozen,558,Action,Adventure,War,The Dirty Dozen Collection
Praxis Dr. Hasenbein,0,1997-01-30,6.6,False,1655,de,1.984,0,97.0,Released,,Praxis Dr. Hasenbein,16,Comedy,,,
The Legend of Zorro,75000000,2005-10-24,6.0,False,1656,en,10.343,142400065,129.0,Released,The original caped crusader is back!,The Legend of Zorro,1718,Action,Adventure,,Zorro Collection
"2 oder 3 Dinge, die ich von ihm weiß",0,2005-04-07,7.5,False,1658,en,1.248,0,85.0,Released,,2 or 3 Things I Know About Him,2,Documentary,Drama,,
Texas - Doc Snyder hält die Welt in Atem,0,1993-01-01,6.5,False,1659,de,1.643,0,89.0,Released,,Texas - Doc Snyder hält die Welt in Atem,19,Comedy,Western,,
L'argent de poche,0,1976-03-17,7.5,False,1660,fr,3.2060000000000004,0,104.0,Released,,Small Change,47,Comedy,Drama,,
Absolute Giganten,0,1999-09-30,7.8,False,1661,de,4.5489999999999995,0,80.0,Released,,Gigantic,45,Drama,Comedy,,
State of Grace,0,1990-09-14,7.0,False,1662,en,9.685,0,134.0,Released,,State of Grace,139,Drama,Thriller,Crime,
Edgar Wallace - Der Zinker,0,1963-04-26,6.3,False,1663,de,2.655,0,89.0,Released,,The Squeaker,10,,,,
Last Days,0,2005-05-13,5.7,False,1665,en,7.992000000000001,1928985,97.0,Released,Rock and roll will never die.,Last Days,190,Drama,Music,,
The Bridge,25000,2006-10-27,7.0,False,1666,en,7.812,179780,93.0,Released,,The Bridge,119,Documentary,,,
La Marche de l'empereur,3300000,2005-01-26,7.1,False,1667,fr,7.912000000000001,127392239,80.0,Released,"In the harshest place on Earth, love finds a way.",March of the Penguins,649,Documentary,Family,,March of the Penguins Collection
The Hunt for Red October,30000000,1990-03-02,7.4,False,1669,en,18.861,199200000,134.0,Released,Invisible. Silent. Stolen.,The Hunt for Red October,1666,Action,Adventure,Thriller,The Jack Ryan Collection
Edgar Wallace - Der Hund von Blackwood Castle,0,1968-01-18,6.3,False,1670,de,2.181,0,92.0,Released,,The Monster of Blackwood Castle,11,Crime,,,
Le Professionnel,0,1981-10-21,7.2,False,1672,fr,9.076,0,108.0,Released,,The Professional,170,Action,Adventure,Thriller,
Comanche Station,0,1960-03-01,6.5,False,1673,en,6.199,0,73.0,Released,The One-Man War Against The Comancheros!,Comanche Station,39,Action,Western,,
La Nuit américaine,0,1973-05-24,7.9,False,1675,fr,8.687999999999999,17808,116.0,Released,A movie for people who love movies,Day for Night,244,Comedy,Drama,,
Will Penny,0,1967-12-19,6.7,False,1676,en,4.927,0,110.0,Released,The Brute in Everyman Was Also in Him - And the Love and the Violence,Will Penny,34,Romance,Western,,
Ray,40000000,2004-10-29,7.4,False,1677,en,13.377,124731534,152.0,Released,The extraordinary life story of Ray Charles.,Ray,911,Drama,Music,,
ゴジラ,1000000,1954-11-03,7.2,False,1678,ja,10.898,0,96.0,Released,It's Alive!,Godzilla,352,Thriller,Horror,Science Fiction,Godzilla (Showa) Collection
ゴジラの逆襲,0,1955-04-24,5.6,False,1679,ja,7.018,0,82.0,Released,,Godzilla Raids Again,69,Action,Science Fiction,Horror,Godzilla (Showa) Collection
